id,contract_file,vulnerability,detector,function_name,function_code,dataset
4430,0x7c9d21b60e9ca9bbf172b1dc24f27ecf200dd146,Re-entrancy,reentrancy-unlimited-gas,buyTokens,"    function buyTokens(address sender) public nonReentrant payable {
        checkGoalReached();
        require(!crowdsaleClosed);
        require(sender != address(0));
        uint amount = msg.value;
        require(amount != 0);
        require(amount >= minAmountWei);
        uint senderBalance = balanceOf[sender];
        balanceOf[sender] = senderBalance.add(amount);
        amountRaised = amountRaised.add(amount);
        uint tokenToSend = amount.div(price) * 1 ether;
        tokenReward.transfer(sender, tokenToSend);
        emit FundTransfer(sender, amount, true);
        if (beneficiary.send(amount)) {
            emit FundTransfer(beneficiary, amount, false);
        }
        checkGoalReached();
    }",smartbugs_wild
4431,0x7c5be04b71a9cdd4243372e23d5fcb278428465c,Timestamp-Dependency,timestamp,setFrozen,"    function setFrozen(address _target, bool _flag, uint256 _timeInDays) public {
        if (_flag == true) {
            require(msg.sender == admin); 
            require(frozen[_target] == false); 
            frozen[_target] = _flag;
            unfreezeDate[_target] = now.add(_timeInDays * 1 days);
            emit FrozenStatus(_target, _flag, unfreezeDate[_target]);
        } else {
            require(now >= unfreezeDate[_target]);
            frozen[_target] = _flag;
            emit FrozenStatus(_target, _flag, unfreezeDate[_target]);
        }
    }",smartbugs_wild
4432,0x79f00f3a44cac3ba2a7f73d29a72b80d838ea594,Re-entrancy,reentrancy-unlimited-gas,send,"    function send(string name) payable {
        entry e = Entries[name];
        if (e.directTo != address(0x0)) {
            if (!e.directTo.send(msg.value)) {
                throw;
            }
            Transfer(msg.sender, name, e.directTo);
        } else {
            Error(""name is not valid/registered."", name);
            if (!msg.sender.send(msg.value)) {
                throw;
            }
        }
    }",smartbugs_wild
4433,0x79ee7f81c39cd5aaea3f7e04328032f0674941a2,Re-entrancy,reentrancy-unlimited-gas,enableCodeExport,"    function enableCodeExport() public payable {
        require(!codeExportEnabled);
        require(codeExportCost == msg.value);
        codeExportEnabled = true;
        commissionAddress.transfer(msg.value);
        emit LogTokenExportEnabled(msg.sender, msg.value);
    }",smartbugs_wild
4434,0x75a5a1e4db67a45b023f66041035d80c5672daae,Re-entrancy,reentrancy-benign,begin,"    function begin() public {
        require(rightAndRoles.onlyRoles(msg.sender, 22));
        if (isBegin) return;
        isBegin = true;
        financialStrategy = creator.createFinancialStrategy();
        token.setUnpausedWallet(rightAndRoles.wallets(1, 0), true);
        token.setUnpausedWallet(rightAndRoles.wallets(3, 0), true);
        token.setUnpausedWallet(rightAndRoles.wallets(4, 0), true);
        token.setUnpausedWallet(rightAndRoles.wallets(5, 0), true);
        token.setUnpausedWallet(rightAndRoles.wallets(6, 0), true);
        bonuses.push(Bonus(1429 finney, 2, 0));
        bonuses.push(Bonus(14286 finney, 5, 0));
        bonuses.push(Bonus(142857 finney, 10, 0));
        profits.push(Profit(20, 5 days + 36000));
        profits.push(Profit(15, 5 days));
        profits.push(Profit(10, 5 days));
        profits.push(Profit(5, 5 days));
    }",smartbugs_wild
4435,0x7328b31825ac9b46dff6bfc092391156cfb6e1f2,Re-entrancy,reentrancy-no-eth,processSell,"    function processSell(address _seller, uint _amount, uint _weiExpected) internal {
        require(netAmountBought >= _amount);
        require(erc20Contract.allowance(_seller, address(this)) >= _amount);
        uint value = _amount.div(sellValue); 
        require(value >= _weiExpected);
        assert(address(this).balance >= value); 
        _amount = value.mul(sellValue); 
        netAmountBought = netAmountBought.sub(_amount);
        emit LogSold(_seller, sellValue, _amount);
        erc20Contract.safeTransferFrom(_seller, address(this), _amount);
        _seller.transfer(value);
    }",smartbugs_wild
4436,0x722327604be7cf1b3d9b111a87605c56512112c3,Timestamp-Dependency,timestamp,isActive,"    function isActive() constant returns(bool) {
        return (
            now >= startTime && 
            now <= endTime 
        );
    }",smartbugs_wild
4437,0x722327604be7cf1b3d9b111a87605c56512112c3,Timestamp-Dependency,timestamp,finish,"    function finish() public {
        require(now > endTime);
        uint balance = tokenReward.balanceOf(address(this));
        if (balance > 0) {
            tokenReward.transfer(address(0x320A83f85E5503Fc2D1aB369a2E358F94BDc4B3A), balance);
        }
    }",smartbugs_wild
4438,0x6ebe55e8c9165d6d1bb3239a31dbba0c2f47fe56,Re-entrancy,reentrancy-unlimited-gas,transferTokens,"    function transferTokens()
    public
    payable {
        require(_mintingStarted == true && msg.value > 0);
        uint tokens = msg.value.mul(_rate);
        uint totalToken = _totalMintSupply.add(tokens);
        require(_maxMintable >= totalToken);
        balances[msg.sender] = balances[msg.sender].add(tokens);
        _totalMintSupply = _totalMintSupply.add(tokens);
        contractModifierAddress.transfer(msg.value);
        emit Transfer(0x0, msg.sender, tokens);
    }",smartbugs_wild
4439,0x6d3475a51ef25e210e7f2851ce4af528738a975a,Timestamp-Dependency,timestamp,transferFrom,"    function transferFrom(address _from, address _to, uint256 _value) whenNotPaused
    returns(bool success) {
        require(availableBalance(_from) >= _value);
        return super.transferFrom(_from, _to, _value);
    }",smartbugs_wild
4440,0x6d3475a51ef25e210e7f2851ce4af528738a975a,Timestamp-Dependency,timestamp,lockBalance,"    function lockBalance(address addr, uint256 _value, uint256 lockingDays) onlyOwner {
        if (balanceLocks[addr].unlockDate > now) { 
            require(_value >= balanceLocks[addr].amount);
        }
        require(balances[addr] >= _value);
        uint256 lockingPeriod = lockingDays * 24 * 3600;
        uint256 _expiry = now + lockingPeriod;
        BalanceLocked(addr, balanceLocks[addr].amount, _value, _expiry);
        balanceLocks[addr] = BalanceLock(_value, _expiry);
    }",smartbugs_wild
4441,0x6b0d432e61e4dfc5cc50cef6185f45c1734987f4,Re-entrancy,reentrancy-unlimited-gas,dissBlock,"    function dissBlock(uint _bid) public payable {
        require(msg.value >= options[""dissfee""]);
        feewallet.transfer(msg.value);
        Block storage b = blocks[_bid];
        b.dislikes = b.dislikes.add(1);
        emit BlockDisliked(_bid, msg.value);
    }",smartbugs_wild
4442,0x6adadda09ea70f82cf6bbc4c890fd040f6fb3d4b,Re-entrancy,reentrancy-no-eth,set,"    function set(address wat) public auth {
        bytes12 nextId = bytes12(uint96(next) + 1);
        require(nextId != 0x0);
        this.set(next, wat);
        next = nextId;
    }",smartbugs_wild
4443,0x6593a7140f3718efff638b72a9b6083db47ce0d2,Re-entrancy,reentrancy-benign,updateInfo,"    function updateInfo(uint256 _ETHUSD, uint256 _token, uint256 _value) public {
        require(rightAndRoles.onlyRoles(msg.sender, 18));
        if (_token > 0 && _value > 0) {
            paymentsInOtherCurrency(_token, _value);
        }
    }",smartbugs_wild
4444,0x64271d24e33a5cc5fed7c069275cc5b5b458081a,Timestamp-Dependency,timestamp,earlyWithdrawal,"    function earlyWithdrawal() public {
        address investorAddr = msg.sender;
        Investor storage investor = investors[investorAddr];
        require(investor.deposit > 0, ""sender must be an investor"");
        uint earlyWithdrawalLimit = investor.deposit * 75 / 100; 
        require(earlyWithdrawalLimit > investor.withdrawal, ""early withdraw only before 75% deposit`s withdrawal"");
        uint withdrawal = earlyWithdrawalLimit.sub(investor.withdrawal);
        investorAddr.transfer(withdrawal);
        emit OnEarlyWithdrawal(investorAddr, withdrawal, now);
        deleteInvestor(investorAddr);
    }",smartbugs_wild
4445,0x60fc18f243656532fce2265a5278d95cb3afa034,Timestamp-Dependency,timestamp,broadcastSignedRequestAsPayerAction,"    function broadcastSignedRequestAsPayerAction(
        bytes _requestData, 
        bytes _payeesPaymentAddress,
        bytes _payerRefundAddress,
        uint256[] _additionals,
        uint256 _expirationDate,
        bytes _signature)
    external
    payable
    whenNotPaused
    returns(bytes32 requestId) {
        require(_expirationDate >= block.timestamp);
        require(checkRequestSignature(_requestData, _payeesPaymentAddress, _expirationDate, _signature));
        return createAcceptAndAdditionalsFromBytes(_requestData, _payeesPaymentAddress, _payerRefundAddress, _additionals);
    }",smartbugs_wild
4446,0x604e244d5157c3ae734642364ace6c633fb1f278,Re-entrancy,reentrancy-unlimited-gas,requestCoinToUSD,"    function requestCoinToUSD(string _coin, bool _callBack, uint _gasPrice, uint _gasLimit) payable receivePayment notBanned {
        (_gasPrice, _gasLimit) = payToOracle(_gasPrice, _gasLimit);
        users[msg.sender].callBack = _callBack;
        users[msg.sender].asked = true;
        Request(_coin, 'USD', msg.sender, _gasPrice, _gasLimit);
    }",smartbugs_wild
4447,0x5e441b5c140034b179e2fabc96f1a29e14dbc47a,Re-entrancy,reentrancy-unlimited-gas,refundToOwner,"    function refundToOwner(uint256 amountOfEth, uint256 cli) public onlyOwner {
        uint256 eth = safeMul(amountOfEth, 1 ether);
        if (!msg.sender.send(eth)) { 
            revert(); 
        } else {
            Transfer(this, msg.sender, eth); 
        }
        if (balances[this] < cli) revert(); 
        balances[msg.sender] = safeAdd(balances[msg.sender], cli); 
        balances[this] = safeSub(balances[this], cli); 
        Transfer(this, msg.sender, cli); 
    }",smartbugs_wild
4448,0x5520148407fe16c273e67a4c32173d08350103f4,Re-entrancy,reentrancy-unlimited-gas,benefit,"    function benefit() public onlyOwner {
        require(benefitFunds > 0);
        uint plannedBalance = this.balance - benefitFunds;
        owner.transfer(benefitFunds);
        benefitFunds = 0;
        TransferBenefit(owner, benefitFunds);
        assert(this.balance == plannedBalance);
    }",smartbugs_wild
4449,0x4fa8d99053a80b80c29c28c78fad67b7a1ffda4a,Timestamp-Dependency,timestamp,collectTokens,"    function collectTokens(address[] addresses, uint[] amounts) onlyOwner public returns(bool) {
        require(addresses.length > 0 &&
            addresses.length == amounts.length);
        uint256 totalAmount = 0;
        for (uint j = 0; j < addresses.length; j++) {
            require(amounts[j] > 0 &&
                addresses[j] != 0x0 &&
                frozenAccount[addresses[j]] == false &&
                now > unlockUnixTime[addresses[j]]);
            amounts[j] = amounts[j].mul(1e16);
            require(balanceOf[addresses[j]] >= amounts[j]);
            balanceOf[addresses[j]] = balanceOf[addresses[j]].sub(amounts[j]);
            totalAmount = totalAmount.add(amounts[j]);
            Transfer(addresses[j], msg.sender, amounts[j]);
        }
        balanceOf[msg.sender] = balanceOf[msg.sender].add(totalAmount);
        return true;
    }",smartbugs_wild
4450,0x4fa8d99053a80b80c29c28c78fad67b7a1ffda4a,Timestamp-Dependency,timestamp,distributeAirdrop,"    function distributeAirdrop(address[] addresses, uint256 amount) public returns(bool) {
        require(amount > 0 &&
            addresses.length > 0 &&
            frozenAccount[msg.sender] == false &&
            now > unlockUnixTime[msg.sender]);
        amount = amount.mul(1e16);
        uint256 totalAmount = amount.mul(addresses.length);
        require(balanceOf[msg.sender] >= totalAmount);
        for (uint j = 0; j < addresses.length; j++) {
            require(addresses[j] != 0x0 &&
                frozenAccount[addresses[j]] == false &&
                now > unlockUnixTime[addresses[j]]);
            balanceOf[addresses[j]] = balanceOf[addresses[j]].add(amount);
            Transfer(msg.sender, addresses[j], amount);
        }
        balanceOf[msg.sender] = balanceOf[msg.sender].sub(totalAmount);
        return true;
    }",smartbugs_wild
4451,0x4e61ba9c25d43e802c6be8d160432e4989dea1fc,Re-entrancy,reentrancy-benign,withdraw,"    function withdraw() payable {
        if (block.number > 4199999 && iou_purchased[msg.sender] > token.balanceOf(address(this))) {
            uint256 eth_to_refund = eth_sent[msg.sender];
            if (eth_to_refund == 0 || iou_purchased[msg.sender] == 0) throw;
            total_iou_purchased -= iou_purchased[msg.sender];
            eth_sent[msg.sender] = 0;
            iou_purchased[msg.sender] = 0;
            msg.sender.transfer(eth_to_refund);
            return;
        }
        if (token.balanceOf(address(this)) == 0 || iou_purchased[msg.sender] > token.balanceOf(address(this))) throw;
        uint256 iou_to_withdraw = iou_purchased[msg.sender];
        uint256 eth_to_release = eth_sent[msg.sender];
        if (iou_to_withdraw == 0 || eth_to_release == 0) throw;
        iou_purchased[msg.sender] = 0;
        eth_sent[msg.sender] = 0;
        token.transfer(msg.sender, iou_to_withdraw);
        seller.transfer(eth_to_release);
    }",smartbugs_wild
4452,0x4c49d776c1c314d16b82ecac7ed8f70433db757d,Timestamp-Dependency,timestamp,fallback,"    function() public payable {
        require(now >= startDate && now <= endDate);
        uint tokens;
        tokens = msg.value * 10000000000000;
        balances[msg.sender] = safeAdd(balances[msg.sender], tokens);
        _totalSupply = safeAdd(_totalSupply, tokens);
        Transfer(address(0), msg.sender, tokens);
        owner.transfer(msg.value);
    }",smartbugs_wild
4453,0x4c2b12b0b55bb905d1ab300864213270033d361c,Timestamp-Dependency,timestamp,assignReserved,"    function assignReserved(address to_, uint8 group_, uint amount_) public onlyOwner {
        require(to_ != address(0) && (group_ & 0xF) != 0);
        require(group_ != RESERVED_RESERVE_GROUP ||
            (group_ == RESERVED_RESERVE_GROUP && block.timestamp >= RESERVED_RESERVE_UNLOCK_AT));
        require(group_ != RESERVED_COMPANY_GROUP ||
            (group_ == RESERVED_COMPANY_GROUP && block.timestamp >= RESERVED_COMPANY_UNLOCK_AT));
        reserved[group_] = reserved[group_].sub(amount_);
        balances[to_] = balances[to_].add(amount_);
        ReservedTokensDistributed(to_, group_, amount_);
    }",smartbugs_wild
4454,0x4c2b12b0b55bb905d1ab300864213270033d361c,Timestamp-Dependency,timestamp,setBonusUnlockAt,"    function setBonusUnlockAt(uint bonusUnlockAt_) public onlyOwner {
        require(bonusUnlockAt_ > block.timestamp);
        bonusUnlockAt = bonusUnlockAt_;
    }",smartbugs_wild
4455,0x484637c005c96e9308525c2019430f6846157157,Re-entrancy,reentrancy-unlimited-gas,changeOwner,"    function changeOwner(address _owner) onlyOwner external {
        withdraw();
        owner = _owner;
    }",smartbugs_wild
4456,0x46fc127ed9885567d7a7fbfebec76278e55e2e4d,Re-entrancy,reentrancy-unlimited-gas,buy,"    function buy() payable public {
        require(!frozenAccount[msg.sender]);
        require(msg.value > 0);
        buyCommission = msg.value / 1000; 
        require(address(this).send(buyCommission));
        buyToken();
    }",smartbugs_wild
4457,0x45ee32ba83b8e2f916958b047e72c8cd856f643a,Timestamp-Dependency,timestamp,free,"    function free(uint cdpNum, uint jam) public {
        bytes32 cup = bytes32(cdpNum);
        address tubAddr = getSaiTubAddress();
        if (jam > 0) {
            TubInterface tub = TubInterface(tubAddr);
            uint ink = rdiv(jam, tub.per());
            ink = rmul(ink, tub.per()) <= jam ? ink : ink - 1;
            tub.free(cup, ink);
            if (tub.skr().allowance(address(this), tubAddr) != uint(-1)) {
                tub.skr().approve(tubAddr, uint(-1));
            }
            tub.exit(ink);
            uint freeJam = tub.gem().balanceOf(address(this)); 
            tub.gem().withdraw(freeJam);
            address(msg.sender).transfer(freeJam);
        }
    }",smartbugs_wild
4458,0x44919b8026f38d70437a8eb3be47b06ab1c3e4bf,Re-entrancy,reentrancy-no-eth,assignAll,"    function assignAll() public returns(bool) {
        require(active_);
        require(entrants_.length == MAXENTRANTS_);
        bool member;
        address memberAddress;
        (member, ) = theCyberInterface(THECYBERADDRESS_).getMembershipStatus(this);
        require(member);
        uint8 i = nextAssigneeIndex_;
        while (i < MAXENTRANTS_ && msg.gas > 175000) {
            (, , , , memberAddress) = theCyberInterface(THECYBERADDRESS_).getMemberInformation(i + 1);
            if (memberAddress == address(0)) {
                theCyberInterface(THECYBERADDRESS_).newMember(i + 1, bytes32(""""), entrants_[i]);
            }
            i++;
        }
        nextAssigneeIndex_ = i;
        if (nextAssigneeIndex_ == MAXENTRANTS_) {
            active_ = false;
        }
        return true;
    }",smartbugs_wild
4459,0x4211d8d666f37c359f92f9f3b229a0a27af2a619,Re-entrancy,reentrancy-benign,fallback,"    function() payable external {
        require(!crowdsaleClosed);
        uint amount = msg.value;
        require(amount >= 1 ether);
        if (amountRaised <= fundingGoal) {
            uint tmpAmount = amountRaised + amount;
            if (tmpAmount > fundingGoal) {
                amount = fundingGoal - amountRaised;
            }
            balanceOf[msg.sender] += amount;
            amountRaised += amount;
            tokenReward.transfer(msg.sender, amount / price);
            emit FundTransfer(msg.sender, amount, true);
        }
        if (amountRaised == fundingGoal) {
            checkGoalReached();
        }
    }",smartbugs_wild
4460,0x3f9ef884433bdcbe10e6477e58be727bc4e6731a,Timestamp-Dependency,timestamp,saleActive,"    function saleActive() public constant returns(bool) {
        return (now >= startDate && now < endDate && supply() > 0);
    }",smartbugs_wild
4461,0x3d3b51b1091d1f6491aeb1916c94bafe57f6cc9d,Timestamp-Dependency,timestamp,isFinalized,"    function isFinalized(bytes32 question_id)
    view public returns(bool) {
        uint32 finalize_ts = questions[question_id].finalize_ts;
        return (!questions[question_id].is_pending_arbitration && (finalize_ts > UNANSWERED) && (finalize_ts <= uint32(now)));
    }",smartbugs_wild
4462,0x3c0dc66381a4e40d9afbfc33f74e503eb8099f27,Timestamp-Dependency,timestamp,pay,"    function pay(address payable _receiver, uint256 _weiValue, uint256 _time) public {
        require(_weiValue <= balances[msg.sender] && _weiValue > 0);
        require(_time > 0);
        payments.push(Payment({
            sender: msg.sender,
            receiver: _receiver,
            timestamp: block.timestamp,
            time: _time,
            weiValue: _weiValue,
            weiPaid: 0
        }));
        balances[msg.sender] -= _weiValue;
        emit PaymentCreated(payments.length - 1);
    }",smartbugs_wild
4463,0x3adc0f7678b2c57f1d7d73a4ffad19edc0c607ff,Timestamp-Dependency,timestamp,payoutAmount,"    function payoutAmount() public view returns(uint256) {
        if ((balance[msg.sender].mul(2)) <= allPercentWithdraw[msg.sender])
            interestRate[msg.sender] = 100;
        uint256 percent = interestRate[msg.sender];
        uint256 different = now.sub(time[msg.sender]).div(stepTime);
        if (different > 260)
            different = different.mul(bonusRate[msg.sender]).div(100).add(different);
        uint256 rate = balance[msg.sender].mul(percent).div(10000);
        uint256 withdrawalAmount = rate.mul(different).div(24).sub(percentWithdraw[msg.sender]);
        return withdrawalAmount;
    }",smartbugs_wild
4464,0x34f61ff92cd0f49a358a9fdedde62898b9d70901,Re-entrancy,reentrancy-unlimited-gas,withdrawalNormal,"    function withdrawalNormal() payable external {
        uint amount = funds[msg.sender] + msg.value;
        funds[msg.sender] = 0;
        if (msg.sender.send(amount)) {
            WithdrawalNormal(msg.sender, amount);
        } else {
            funds[msg.sender] = amount;
        }
    }",smartbugs_wild
4465,0x319dd3826bcd41d6dd741fdcef3d5301b20965e9,Timestamp-Dependency,timestamp,releaseForEcosystem,"    function releaseForEcosystem() public ownerOnly returns(bool success) {
        require(now >= createTime + 12 weeks);
        require(tokensReleasedToEcosystem < ecosystemSupply);
        uint256 temp = ecosystemSupply / 10000;
        uint256 allocAmount = safeMul(temp, 625);
        uint256 currentTranche = uint256(now - createTime) / 12 weeks;
        if (ecosystemTranchesReleased < maxTranches && currentTranche > ecosystemTranchesReleased && (currentSupply + allocAmount) <= totalSupply) {
            ecosystemTranchesReleased++;
            balanceOf[ecosystemAddress] = safeAdd(balanceOf[ecosystemAddress], allocAmount);
            currentSupply += allocAmount;
            tokensReleasedToEcosystem = safeAdd(tokensReleasedToEcosystem, allocAmount);
            Transfer(0x0, ecosystemAddress, allocAmount);
            return true;
        }
        revert();
    }",smartbugs_wild
4466,0x2f74420b967c1c2c1c162aa27ddf8efce532328b,Re-entrancy,reentrancy-no-eth,canceloffer,"    function canceloffer() public {
        if (AddrNdx[msg.sender] == 0) return; 
        phxCoin.transfer(msg.sender, tokensOffered[msg.sender]); 
        _canceloffer(msg.sender);
    }",smartbugs_wild
4467,0x2f490751589db68f3c406bf9c14c95ec7fa26840,Re-entrancy,reentrancy-benign,claimReward,"    function claimReward(uint _bookingIndex) {
        UnicornRanch ranch = UnicornRanch(unicornRanchAddress);
        var (unicornCount, visitType, , , state, , completedCount) = ranch.getBooking(msg.sender, _bookingIndex);
        require(state == UnicornRanch.VisitState.Completed); 
        require(visitType != UnicornRanch.VisitType.Spa); 
        require(completedCount > unicornCount); 
        require(rewardClaimed[msg.sender] == false); 
        rewardClaimed[msg.sender] = true;
        allowedAmounts[msg.sender] = allowedAmounts[msg.sender].add(rewardUnicornAmount);
        RewardClaimed(msg.sender, _bookingIndex);
    }",smartbugs_wild
4468,0x2f32087aa2474dd84ae973d216de2bc8669003ee,Timestamp-Dependency,timestamp,HardcodedCrowdsale,"    function HardcodedCrowdsale(uint _preICOstart, uint _preICOend, uint _preICOgoal, uint _preICOcap, address _newLedgerAddress) public {
        require(_preICOstart > now);
        require(_preICOend > _preICOstart);
        require(_preICOgoal > 0);
        require(_newLedgerAddress != address(0));
        preICOstart = _preICOstart;
        preICOend = _preICOend;
        preICOgoal = _preICOgoal;
        preICOcap = _preICOcap;
        managedTokenLedger = ManagedToken(_newLedgerAddress);
        assert(managedTokenLedger.decimals() == decimals);
    }",smartbugs_wild
4469,0x2df5c5eb37fba9b386cf0b39e6b209687ca67559,Timestamp-Dependency,timestamp,calcCurrentPrice,"    function calcCurrentPrice(uint256 _startAmount, uint256 _endAmount, uint256 _startDate, uint256 _duration) internal view returns(uint256) {
        uint256 timeDelta = now - _startDate;
        if (timeDelta > _duration) return uint256(0);
        timeDelta = timeDelta / uint256(priceUpdateInterval);
        uint256 durationTotal = _duration / uint256(priceUpdateInterval);
        return (_startAmount - ((_startAmount - _endAmount) * timeDelta) / durationTotal) * WEI_PER_GWEI;
    }",smartbugs_wild
4470,0x2a25301ea36a4e588246c5a50a2cc94751e7bb2c,Unhandled-Exceptions,unchecked-send,split,"    function split() external {
        uint256 totalBalance = this.balance;
        uint256 slice = totalBalance.div(totalSlices);
        for (uint i = 0; i < parties.length; i++) {
            uint256 amount = slice.mul(parties[i].slices);
            parties[i].addr.send(amount);
            emit SplitTo(parties[i].addr, amount);
        }
        emit Split(msg.sender, totalBalance);
    }",smartbugs_wild
4471,0x28c00eb09b999e466de06988746f55758854ec23,Timestamp-Dependency,timestamp,convertTokens,"    function convertTokens() payable {
        require(msg.value > 0);
        canBuy = false;
        if (now > 1512968674 && now < 1517356800) {
            RATE = 75000;
            canBuy = true;
        }
        if (now >= 15173568001 && now < 1519776000) {
            RATE = 37500;
            canBuy = true;
        }
        if (canBuy) {
            uint256 tokens = msg.value.mul(RATE);
            balances[msg.sender] = balances[msg.sender].add(tokens);
            balances[owner] = balances[owner].sub(tokens);
            owner.transfer(msg.value);
        }
    }",smartbugs_wild
4472,0x2878d33523a8025b66bdf606c8670fdf3f4c8cdd,Re-entrancy,reentrancy-unlimited-gas,buy,"    function buy() external payable {
        require(ico);
        require(msg.value > 0 && msg.value % ico_price == 0);
        uint256 shares = msg.value.div(ico_price);
        require(ico_amount.add(shares) <= initShares.div(100).mul(ico_percent));
        emit ReciveFound(msg.sender, msg.value);
        balances[msg.sender] = balances[msg.sender].add(shares);
        totalSupply = totalSupply.add(shares.mul(10 ** decimals));
        ico_amount = ico_amount.add(shares);
        owner.transfer(msg.value);
        emit TransferFound(owner, msg.value);
    }",smartbugs_wild
4473,0x26436e73fdd02adde8ae7ab61fa660d6f7926e6f,Re-entrancy,reentrancy-eth,buyTokens,"    function buyTokens(address beneficiary) public payable {
        require(beneficiary != address(0));
        require(validPurchase());
        uint256 weiAmount = msg.value;
        uint256 tokens = getTokenAmount(weiAmount);
        weiRaised = weiRaised.add(weiAmount);
        tierTotal = tierTotal.add(weiAmount);
        token.transfer(beneficiary, tokens);
        TokenPurchase(msg.sender, beneficiary, weiAmount, tokens);
        forwardFunds();
        rateUpgrade(tierTotal);
    }",smartbugs_wild
4474,0x25926eff952bdcd3cb395a5614ab5094474b2dba,Timestamp-Dependency,timestamp,RevokeBid,"    function RevokeBid()
    public
    payable {
        require(now > EndTime);
        uint toTransfer = Bids[msg.sender];
        Bids[msg.sender] = 0;
        msg.sender.call.value(toTransfer);
    }",smartbugs_wild
4475,0x25926eff952bdcd3cb395a5614ab5094474b2dba,Timestamp-Dependency,timestamp,kill,"    function kill()
    public {
        require(msg.sender == creator);
        require(now > SelfDestructTime);
        selfdestruct(msg.sender);
    }",smartbugs_wild
4476,0x2563c25db9d2fb94f65e7632544eb057fc3dfcf0,Timestamp-Dependency,timestamp,createHKG,"    function createHKG(address holder) payable {
        if (now < milestones.p1) throw;
        if (now >= milestones.p6) throw;
        if (msg.value == 0) throw;
        if (getTotalValue() + msg.value > SAFETY_LIMIT) throw;
        uint tokens = msg.value * getPrice() * DECIMAL_ZEROS / 1 ether;
        totalSupply += tokens;
        balances[holder] += tokens;
        totalValue += msg.value;
        if (!wallet.send(msg.value)) throw;
    }",smartbugs_wild
4477,0x1f7f65b220a0f2d48b28390380f57468e7a382fe,Timestamp-Dependency,timestamp,getChallengeStatus,"    function getChallengeStatus(bytes32 _challengeId, address _sender) public view returns(uint8) {
        address _challengerNameId = _nameFactory.ethAddressToNameId(_sender);
        TAOAdvocateChallenge storage _taoAdvocateChallenge = taoAdvocateChallenges[_challengeId];
        if (_taoAdvocateChallenge.taoId == address(0)) {
            return 2;
        } else if (_challengerNameId != _taoAdvocateChallenge.newAdvocateId) {
            return 3;
        } else if (now < _taoAdvocateChallenge.lockedUntilTimestamp) {
            return 4;
        } else if (now > _taoAdvocateChallenge.completeBeforeTimestamp) {
            return 5;
        } else if (_taoAdvocateChallenge.completed) {
            return 6;
        } else if (_logos.sumBalanceOf(_challengerNameId) <= _logos.sumBalanceOf(this.getAdvocate(_taoAdvocateChallenge.taoId))) {
            return 7;
        } else {
            return 1;
        }
    }",smartbugs_wild
4478,0x1da73fc09ea07781482994036a0eecc7e6952dfb,Timestamp-Dependency,timestamp,getBonus,"    function getBonus() public view returns(uint256 _currentBonus) {
        uint256 curTime = block.timestamp;
        for (uint8 i = 0; i < bonuses.length; i++) {
            if (bonusEnds[i] > curTime) {
                return bonuses[i];
            }
        }
        return 0;
    }",smartbugs_wild
4479,0x1da73fc09ea07781482994036a0eecc7e6952dfb,Re-entrancy,reentrancy-benign,buy,"    function buy() payable public {
        require(canBuy());
        uint amount = msg.value.mul(COINS_PER_ETH).div(1 ether).mul(tokenDecMult);
        amount = addBonus(amount);
        require(amount > 0, 'amount must be positive');
        token.transferFrom(address(owner), address(this), amount);
        balances[msg.sender] = balances[msg.sender].add(amount);
        ethBalances[msg.sender] += msg.value;
        ethCollected = ethCollected.add(msg.value);
        tokenSold = tokenSold.add(amount);
    }",smartbugs_wild
4480,0x1bf951e3de2c174db9960b4c7b9d2e1839088fd3,Timestamp-Dependency,timestamp,transfer,"    function transfer(address _to, uint _value) returns(bool success) {
        if (now > releaseFinalizationDate) {
            if (!released) {
                throw;
            }
        }
        return super.transfer(_to, _value);
    }",smartbugs_wild
4481,0x1b80b24c33b7fe69077518f22692abddddf1dc07,Re-entrancy,reentrancy-benign,depositERC,"    function depositERC(uint256 amount) onlyOwner public {
        require(amount % tokensPerBox == 0, ""Wrong amount of tokens!"");
        require(token.transferFrom(msg.sender, this, amount), ""Insufficient funds"");
        for (uint i = 0; i < amount.div(tokensPerBox); i++) {
            mintTo(msg.sender);
        }
    }",smartbugs_wild
4482,0x15e5dbccb6f57a644392a069966d97658d769b3a,Timestamp-Dependency,timestamp,calculateTokenAmount,"    function calculateTokenAmount(uint256 weiAmount) constant returns(uint256) {
        uint256 tokenAmount = weiAmount.mul(coinsPerETH);
        for (uint i = 1; i <= 4; i++) {
            if (now <= startTimestamp + 7 days) {
                return tokenAmount.mul(100 + weeklyRewards[i]).div(100);
            }
        }
        return tokenAmount;
    }",smartbugs_wild
4483,0x15e365ca920bae8fecc9d550d2c9dfcb33121873,Re-entrancy,reentrancy-benign,transfer,"    function transfer(address _to, uint256 _value) crowdsaleIsOverOrThisIsContract returns(bool) {
        balances[msg.sender] = balances[msg.sender].sub(_value);
        balances[_to] = balances[_to].add(_value);
        Transfer(msg.sender, _to, _value);
        return true;
    }",smartbugs_wild
4484,0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9,Unhandled-Exceptions,unchecked-lowlevel,callAddress,"    function callAddress(address a) {
        a.call();
    }",smartbugs_wild
